transaction_id,transaction_date,buyer_id,supplier_id,supplier_name,supplier_tier,supplier_employee_count,supplier_hq_region,supplier_founding_year,category,unit_price,volume,total_dollars_obligated,on_time_delivery_pct,quality_score,is_cost_reduction_era,diversity_certified,relationship_years,buyer_trust_score,disruption_resilience,strategic_alignment
1567,2022-03-15,BYR_000,SUP_LARGE_114,LargeSupplier_114,LARGE,1290,Northeast,1978,Professional Services,89181.96,1,89181.96,84.5,5.0,True,False,13.5,5.88,5.19,False
1568,2025-02-02,BYR_009,SUP_LARGE_085,LargeSupplier_085,LARGE,1305,Northeast,1975,Legal Services,118742.94,2,237485.88,75.3,4.19,False,True,13.3,9.15,5.45,False
1569,2024-12-01,BYR_000,SUP_LARGE_071,LargeSupplier_071,LARGE,5161,Midwest,1979,Facilities,27605.36,1,27605.36,86.5,4.28,False,True,8.7,9.48,7.54,False
1570,2023-09-02,BYR_006,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Logistics,19018.51,42,798777.42,90.8,4.66,False,True,13.1,5.66,5.41,False
1571,2025-08-27,BYR_003,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,Facilities,26141.9,2,52283.8,92.9,3.8,False,False,3.8,6.31,4.58,False
1572,2023-01-20,BYR_000,SUP_LARGE_110,LargeSupplier_110,LARGE,3049,Southeast,1966,HR Services,35070.86,1,35070.86,69.6,4.27,False,False,15.0,6.27,5.19,False
1573,2025-07-05,BYR_001,SUP_SMALL_012,SmallSupplier_012,SMALL,226,Midwest,2017,IT Software,61315.51,55,3372353.05,78.0,3.17,False,True,4.7,6.11,2.52,False
1574,2025-06-13,BYR_009,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,IT Hardware,39503.42,42,1659143.64,80.6,5.0,False,True,8.3,6.41,7.0,False
1575,2024-07-01,BYR_006,SUP_LARGE_067,LargeSupplier_067,LARGE,4250,Northeast,1977,Office Supplies,2529.36,1984,5018250.24,88.5,5.0,False,False,9.9,9.49,7.65,False
1576,2023-10-08,BYR_002,SUP_LARGE_100,LargeSupplier_100,LARGE,8365,Northeast,1982,Marketing,50293.29,1,50293.29,95.4,4.73,False,False,10.6,7.07,8.65,False
1577,2024-06-22,BYR_009,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,IT Hardware,34085.09,68,2317786.12,85.2,4.03,False,True,8.3,6.41,7.0,False
1578,2025-04-29,BYR_007,SUP_LARGE_116,LargeSupplier_116,LARGE,1628,West,1978,Marketing,58112.15,2,116224.3,99.0,4.47,False,True,4.1,7.08,7.82,False
1579,2025-08-13,BYR_004,SUP_LARGE_090,LargeSupplier_090,LARGE,2150,Northeast,1981,Professional Services,113260.38,2,226520.76,90.1,5.0,False,False,8.8,9.34,7.44,False
1580,2023-02-14,BYR_007,SUP_LARGE_087,LargeSupplier_087,LARGE,2690,Southeast,2008,Facilities,28833.13,2,57666.26,89.4,4.58,False,False,11.6,9.05,6.28,False
1581,2024-02-04,BYR_008,SUP_LARGE_055,LargeSupplier_055,LARGE,4593,Northeast,2003,IT Hardware,34859.58,9,313736.22,91.4,4.45,False,True,5.2,9.13,4.7,False
1582,2025-05-23,BYR_009,SUP_LARGE_109,LargeSupplier_109,LARGE,3170,West,2002,Legal Services,114224.55,1,114224.55,67.1,4.22,False,True,13.3,6.17,4.53,False
1583,2022-02-07,BYR_001,SUP_LARGE_061,LargeSupplier_061,LARGE,21972,Midwest,1965,Logistics,19873.96,51,1013571.96,84.6,4.33,True,False,10.8,9.38,8.93,False
1584,2024-11-09,BYR_004,SUP_LARGE_051,LargeSupplier_051,LARGE,6627,Northeast,1997,IT Software,47667.21,32,1525350.72,91.3,4.4,False,False,6.4,6.84,5.28,False
1585,2022-08-26,BYR_002,SUP_SMALL_022,SmallSupplier_022,SMALL,138,Southeast,2019,IT Software,55370.98,32,1771871.36,74.7,3.77,True,True,2.9,7.62,4.77,False
1586,2022-05-21,BYR_001,SUP_LARGE_052,LargeSupplier_052,LARGE,606,Southeast,1961,IT Software,61674.15,38,2343617.7,85.8,5.0,True,True,4.8,7.9,5.04,False
1587,2023-06-17,BYR_008,SUP_LARGE_056,LargeSupplier_056,LARGE,10229,Northeast,1950,IT Software,81083.35,22,1783833.7,76.9,4.94,False,False,5.9,8.87,7.37,False
1588,2023-07-15,BYR_006,SUP_LARGE_105,LargeSupplier_105,LARGE,6359,Southwest,1986,Marketing,49817.51,1,49817.51,90.7,5.0,False,True,5.4,7.67,7.66,True
1589,2023-02-17,BYR_008,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,HR Services,71121.84,1,71121.84,92.4,4.64,False,False,3.8,6.31,4.58,False
1590,2023-02-08,BYR_009,SUP_LARGE_083,LargeSupplier_083,LARGE,3770,Midwest,1970,Marketing,52121.98,1,52121.98,90.9,4.33,False,False,7.8,8.21,7.77,False
1591,2025-02-09,BYR_006,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Office Supplies,4128.38,999,4124251.62,93.2,3.75,False,True,6.8,8.65,6.97,False
1592,2023-10-03,BYR_006,SUP_LARGE_105,LargeSupplier_105,LARGE,6359,Southwest,1986,Facilities,24039.36,2,48078.72,97.3,4.32,False,True,5.4,7.67,7.66,True
1593,2021-12-28,BYR_004,SUP_LARGE_095,LargeSupplier_095,LARGE,2734,Southwest,1969,HR Services,56546.99,1,56546.99,82.5,5.0,True,True,12.3,7.57,6.71,False
1594,2024-11-20,BYR_005,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Professional Services,74903.57,1,74903.57,84.4,4.61,False,True,3.1,7.32,8.21,False
1595,2024-06-21,BYR_005,SUP_LARGE_017,LargeSupplier_017,LARGE,1152,West,1984,Office Supplies,3593.06,1770,6359716.2,96.8,4.22,False,True,13.7,9.07,6.83,False
1596,2024-11-12,BYR_004,SUP_SMALL_001,SmallSupplier_001,SMALL,40,Southwest,2014,Logistics,19260.57,37,712641.09,75.9,3.95,False,True,0.8,3.5,3.3,True
1597,2023-10-13,BYR_002,SUP_LARGE_014,LargeSupplier_014,LARGE,2505,Northeast,1973,Marketing,64903.28,1,64903.28,91.1,4.66,False,False,12.9,9.08,5.13,False
1598,2025-02-08,BYR_002,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Professional Services,87919.72,1,87919.72,99.0,3.83,False,False,9.8,5.92,8.57,False
1599,2022-10-14,BYR_003,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,Raw Materials,12545.86,995,12483130.7,77.0,4.42,True,True,8.3,6.41,7.0,False
1600,2023-08-25,BYR_000,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,Raw Materials,23180.36,661,15322217.96,89.4,4.38,False,True,14.8,9.31,4.82,False
1601,2021-12-02,BYR_008,SUP_SMALL_019,SmallSupplier_019,SMALL,140,Northeast,2000,Professional Services,106457.62,1,106457.62,79.9,3.28,True,True,4.8,5.32,5.74,True
1602,2024-09-28,BYR_009,SUP_LARGE_019,LargeSupplier_019,LARGE,2578,Southwest,2002,IT Hardware,34384.17,37,1272214.29,87.0,5.0,False,True,5.4,6.74,8.0,True
1603,2022-03-23,BYR_007,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Marketing,48918.38,1,48918.38,88.2,4.13,True,False,5.3,7.37,4.7,False
1604,2022-02-23,BYR_001,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,IT Hardware,70613.44,15,1059201.6,91.2,4.58,True,True,14.8,9.31,4.82,False
1605,2021-02-24,BYR_001,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Legal Services,82182.19,2,164364.38,77.1,4.1,True,False,13.3,6.03,7.26,False
1606,2021-05-20,BYR_002,SUP_LARGE_112,LargeSupplier_112,LARGE,3668,Midwest,1993,Logistics,15916.41,93,1480226.13,80.9,5.0,True,True,14.9,9.5,6.82,False
1607,2023-07-15,BYR_008,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Logistics,20500.04,90,1845003.6,94.7,4.1,False,False,13.3,6.03,7.26,False
1608,2025-06-23,BYR_008,SUP_SMALL_022,SmallSupplier_022,SMALL,138,Southeast,2019,Facilities,26448.05,1,26448.05,78.7,4.01,False,True,2.9,7.62,4.77,False
1609,2023-10-07,BYR_008,SUP_LARGE_007,LargeSupplier_007,LARGE,5695,Midwest,1983,Raw Materials,10151.77,925,9390387.25,91.4,4.28,False,False,9.7,8.64,7.49,False
1610,2024-08-27,BYR_005,SUP_LARGE_060,LargeSupplier_060,LARGE,983,Midwest,2000,Facilities,39805.76,1,39805.76,83.6,4.89,False,True,12.1,9.11,7.74,True
1611,2024-05-18,BYR_000,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,IT Software,76238.01,28,2134664.28,99.0,4.63,False,True,7.2,8.65,8.24,False
1612,2024-09-27,BYR_001,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Office Supplies,2936.76,2456,7212682.56,96.8,4.96,False,False,5.3,7.37,4.7,False
1613,2023-04-06,BYR_000,SUP_LARGE_027,LargeSupplier_027,LARGE,2208,West,1988,Logistics,11128.73,51,567565.23,84.4,5.0,False,True,7.7,6.77,6.77,False
1614,2022-03-14,BYR_009,SUP_LARGE_072,LargeSupplier_072,LARGE,14024,Pacific,1975,Professional Services,109453.87,1,109453.87,79.6,4.45,True,False,9.2,7.23,4.66,True
1615,2021-12-09,BYR_001,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Marketing,45391.11,1,45391.11,83.7,4.64,True,False,4.2,9.11,6.55,False
1616,2023-04-26,BYR_000,SUP_SMALL_014,SmallSupplier_014,SMALL,299,Southeast,2014,IT Software,41812.08,47,1965167.76,81.1,3.68,False,True,1.2,6.99,4.37,False
1617,2024-04-25,BYR_004,SUP_LARGE_034,LargeSupplier_034,LARGE,3428,West,1965,HR Services,43509.54,1,43509.54,90.0,4.32,False,True,10.1,8.63,8.08,True
1618,2024-10-19,BYR_009,SUP_SMALL_012,SmallSupplier_012,SMALL,226,Midwest,2017,Marketing,58809.22,1,58809.22,81.1,3.52,False,True,4.7,6.11,2.52,False
1619,2023-09-15,BYR_002,SUP_LARGE_042,LargeSupplier_042,LARGE,2866,Northeast,1980,Professional Services,80644.76,1,80644.76,90.4,4.83,False,False,10.3,8.71,5.57,False
1620,2024-06-09,BYR_006,SUP_LARGE_114,LargeSupplier_114,LARGE,1290,Northeast,1978,Logistics,9813.05,169,1658405.45,89.7,3.91,False,False,13.5,5.88,5.19,False
1621,2025-04-08,BYR_009,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Logistics,10589.1,60,635346.0,97.1,4.3,False,False,9.8,5.92,8.57,False
1622,2023-01-27,BYR_007,SUP_LARGE_108,LargeSupplier_108,LARGE,3030,Midwest,1983,Raw Materials,13157.61,996,13104979.56,93.3,4.16,False,True,8.5,6.46,7.4,False
1623,2022-12-13,BYR_002,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Logistics,15876.94,39,619200.66,77.3,5.0,True,False,13.3,6.03,7.26,False
1624,2021-11-11,BYR_002,SUP_SMALL_015,SmallSupplier_015,SMALL,34,Southeast,2006,Legal Services,71941.49,1,71941.49,81.2,3.74,True,True,3.2,7.45,4.0,False
1625,2023-02-13,BYR_006,SUP_LARGE_096,LargeSupplier_096,LARGE,3660,Midwest,1988,Legal Services,147122.28,2,294244.56,87.7,3.98,False,True,14.4,6.15,6.99,False
1626,2024-09-22,BYR_009,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Facilities,15194.96,1,15194.96,91.7,4.9,False,False,9.8,5.92,8.57,False
1627,2022-06-13,BYR_007,SUP_LARGE_083,LargeSupplier_083,LARGE,3770,Midwest,1970,HR Services,33266.76,3,99800.28,87.8,4.01,True,False,7.8,8.21,7.77,False
1628,2026-01-08,BYR_003,SUP_LARGE_064,LargeSupplier_064,LARGE,5440,West,1970,HR Services,24588.94,1,24588.94,98.8,4.54,False,True,12.6,5.7,5.56,False
1629,2023-07-07,BYR_005,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,IT Hardware,46589.13,15,698836.95,99.0,4.25,False,False,11.2,5.59,6.3,False
1630,2022-09-10,BYR_008,SUP_SMALL_000,SmallSupplier_000,SMALL,28,Midwest,2009,Raw Materials,10020.01,582,5831645.82,80.1,3.72,True,True,3.9,7.22,4.74,False
1631,2023-03-19,BYR_008,SUP_LARGE_118,LargeSupplier_118,LARGE,4296,Northeast,1995,Marketing,56915.31,1,56915.31,88.5,5.0,False,False,10.8,7.29,6.27,False
1632,2025-02-11,BYR_008,SUP_LARGE_101,LargeSupplier_101,LARGE,1017,Pacific,1988,Professional Services,110048.91,1,110048.91,87.2,4.68,False,True,7.1,6.21,7.55,False
1633,2022-01-05,BYR_005,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Professional Services,54488.06,1,54488.06,76.8,4.69,True,True,5.0,9.2,7.11,False
1634,2026-03-03,BYR_003,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,Logistics,19151.51,107,2049211.57,92.8,4.38,False,True,8.3,6.41,7.0,False
1635,2026-01-22,BYR_003,SUP_SMALL_000,SmallSupplier_000,SMALL,28,Midwest,2009,IT Hardware,36670.65,41,1503496.65,88.7,4.71,False,True,3.9,7.22,4.74,False
1636,2021-09-04,BYR_006,SUP_LARGE_072,LargeSupplier_072,LARGE,14024,Pacific,1975,Raw Materials,17666.71,831,14681036.01,86.4,5.0,True,True,9.2,7.23,4.66,True
1637,2025-01-08,BYR_004,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,Facilities,38810.59,1,38810.59,93.9,4.17,False,False,3.8,6.31,4.58,False
1638,2022-11-24,BYR_009,SUP_LARGE_038,LargeSupplier_038,LARGE,1737,Midwest,1984,Professional Services,104878.66,1,104878.66,91.1,4.72,True,True,7.5,9.45,7.73,True
1639,2024-03-04,BYR_009,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,Raw Materials,11127.9,711,7911936.9,96.9,4.73,False,True,7.2,8.65,8.24,False
1640,2022-12-15,BYR_009,SUP_LARGE_044,LargeSupplier_044,LARGE,2132,Northeast,1961,Legal Services,125274.98,2,250549.96,87.3,4.56,True,False,6.2,8.34,8.91,False
1641,2023-01-05,BYR_007,SUP_LARGE_003,LargeSupplier_003,LARGE,1750,Northeast,1990,Office Supplies,2470.11,956,2361425.16,84.7,4.5,False,True,4.6,7.4,5.52,False
1642,2023-11-24,BYR_008,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,IT Hardware,38950.19,41,1596957.79,90.4,4.37,False,False,11.2,5.59,6.3,False
1643,2024-04-17,BYR_009,SUP_SMALL_007,SmallSupplier_007,SMALL,45,West,2004,IT Hardware,45027.07,40,1801082.8,80.2,3.93,False,True,4.9,5.21,4.09,False
1644,2024-05-03,BYR_002,SUP_LARGE_018,LargeSupplier_018,LARGE,9854,West,1988,Legal Services,103047.37,1,103047.37,88.8,5.0,False,False,6.1,9.25,5.58,False
1645,2023-06-02,BYR_005,SUP_SMALL_021,SmallSupplier_021,SMALL,300,Southwest,2011,HR Services,48537.57,1,48537.57,76.1,3.79,False,True,1.9,7.56,2.6,True
1646,2023-04-04,BYR_004,SUP_LARGE_053,LargeSupplier_053,LARGE,2200,West,1988,Office Supplies,4214.8,3529,14874029.2,99.0,4.31,False,True,7.7,8.06,4.55,False
1647,2025-07-31,BYR_009,SUP_SMALL_021,SmallSupplier_021,SMALL,300,Southwest,2011,IT Software,75611.84,32,2419578.88,66.7,4.62,False,True,1.9,7.56,2.52,True
1648,2025-05-20,BYR_003,SUP_LARGE_050,LargeSupplier_050,LARGE,13225,Pacific,1983,Facilities,27789.04,2,55578.08,99.0,5.0,False,False,9.0,7.58,8.1,False
1649,2025-01-30,BYR_007,SUP_LARGE_073,LargeSupplier_073,LARGE,1597,Southeast,1979,Office Supplies,5553.37,1210,6719577.7,82.9,5.0,False,True,3.6,5.95,6.23,False
1650,2024-03-30,BYR_009,SUP_LARGE_038,LargeSupplier_038,LARGE,1737,Midwest,1984,Professional Services,144753.2,1,144753.2,93.9,4.8,False,True,7.5,9.45,7.73,True
1651,2023-04-26,BYR_003,SUP_LARGE_053,LargeSupplier_053,LARGE,2200,West,1988,IT Software,57687.22,66,3807356.52,85.6,4.86,False,True,7.7,8.06,4.55,False
1652,2025-12-02,BYR_001,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Legal Services,130672.35,1,130672.35,93.6,5.0,False,False,13.3,6.03,7.26,False
1653,2025-06-24,BYR_006,SUP_LARGE_092,LargeSupplier_092,LARGE,1720,Northeast,1974,Marketing,64438.52,2,128877.04,93.4,4.43,False,False,6.0,6.14,8.33,False
1654,2024-06-09,BYR_009,SUP_LARGE_085,LargeSupplier_085,LARGE,1305,Northeast,1975,HR Services,28883.96,1,28883.96,90.4,4.73,False,True,13.3,9.15,5.45,False
1655,2023-08-11,BYR_009,SUP_SMALL_022,SmallSupplier_022,SMALL,138,Southeast,2019,IT Software,101138.6,27,2730742.2,82.3,3.92,False,True,2.9,7.62,4.77,False
1656,2024-04-26,BYR_002,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,Facilities,22762.28,1,22762.28,99.0,4.74,False,False,3.8,6.31,4.58,False
1657,2025-02-04,BYR_000,SUP_LARGE_056,LargeSupplier_056,LARGE,10229,Northeast,1950,IT Software,65794.61,31,2039632.91,95.5,4.51,False,False,5.9,8.87,7.37,False
1658,2025-03-16,BYR_000,SUP_LARGE_036,LargeSupplier_036,LARGE,6196,Northeast,1959,Raw Materials,19169.34,1078,20664548.52,81.7,4.0,False,False,10.9,7.17,7.98,False
1659,2025-02-11,BYR_005,SUP_LARGE_119,LargeSupplier_119,LARGE,2625,West,1978,IT Software,77013.79,60,4620827.4,81.9,5.0,False,False,9.8,7.7,8.23,False
1660,2025-07-06,BYR_003,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Marketing,49932.66,2,99865.32,96.7,4.53,False,True,13.1,5.66,5.41,False
1661,2022-06-27,BYR_009,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Legal Services,80994.25,2,161988.5,87.0,5.0,True,False,13.3,6.03,7.26,False
1662,2025-05-15,BYR_001,SUP_LARGE_050,LargeSupplier_050,LARGE,13225,Pacific,1983,Marketing,45456.1,1,45456.1,86.8,4.32,False,False,9.0,7.58,8.1,False
1663,2023-03-09,BYR_007,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,IT Hardware,81053.51,15,1215802.65,93.7,4.49,False,True,8.3,6.41,7.0,False
1664,2024-09-25,BYR_008,SUP_LARGE_065,LargeSupplier_065,LARGE,4637,Northeast,1973,Office Supplies,3514.84,958,3367216.72,99.0,4.79,False,False,7.8,9.08,7.52,False
1665,2023-12-17,BYR_006,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,IT Software,109926.88,30,3297806.4,86.6,5.0,False,True,14.8,9.31,4.82,False
1666,2024-07-13,BYR_004,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Raw Materials,10156.9,186,1889183.4,84.1,5.0,False,True,5.0,9.2,7.11,False
1667,2025-03-30,BYR_001,SUP_LARGE_025,LargeSupplier_025,LARGE,972,Northeast,2008,IT Hardware,52167.74,23,1199858.02,80.7,4.53,False,True,12.0,8.77,4.97,False
1668,2025-05-03,BYR_002,SUP_LARGE_075,LargeSupplier_075,LARGE,2654,Northeast,1967,Marketing,62855.94,1,62855.94,80.4,4.39,False,False,6.9,6.47,6.66,False
1669,2023-02-11,BYR_005,SUP_SMALL_027,SmallSupplier_027,SMALL,29,Southeast,2019,Professional Services,93383.58,1,93383.58,80.6,4.44,False,True,2.8,7.71,6.41,False
1670,2022-11-02,BYR_000,SUP_LARGE_053,LargeSupplier_053,LARGE,2200,West,1988,IT Hardware,61982.92,18,1115692.56,84.2,4.48,True,True,7.7,8.06,4.55,False
1671,2021-08-02,BYR_008,SUP_LARGE_089,LargeSupplier_089,LARGE,636,Northeast,1991,Legal Services,84586.88,1,84586.88,87.2,4.6,True,True,4.2,8.51,8.46,False
1672,2025-01-20,BYR_001,SUP_LARGE_102,LargeSupplier_102,LARGE,2772,Southeast,1975,Marketing,61221.35,1,61221.35,98.0,4.97,False,False,14.4,6.97,7.82,False
1673,2024-11-06,BYR_007,SUP_LARGE_080,LargeSupplier_080,LARGE,16541,Southeast,2006,Facilities,42323.36,1,42323.36,77.0,3.82,False,False,13.7,7.88,5.07,False
1674,2025-04-01,BYR_002,SUP_LARGE_083,LargeSupplier_083,LARGE,3770,Midwest,1970,HR Services,34567.17,2,69134.34,86.2,5.0,False,False,7.8,8.21,7.77,False
1675,2024-08-29,BYR_003,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Logistics,22231.73,53,1178281.69,85.8,4.3,False,False,4.2,9.11,6.55,False
1676,2025-03-07,BYR_004,SUP_LARGE_072,LargeSupplier_072,LARGE,14024,Pacific,1975,Professional Services,90315.32,2,180630.64,99.0,4.73,False,True,9.2,7.23,4.66,True
1677,2022-04-23,BYR_007,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Legal Services,83803.05,1,83803.05,99.0,4.89,True,True,3.1,7.32,8.21,False
1678,2023-06-22,BYR_007,SUP_LARGE_071,LargeSupplier_071,LARGE,5161,Midwest,1979,Facilities,36997.16,1,36997.16,80.5,4.19,False,False,8.7,9.48,7.54,False
1679,2024-08-29,BYR_003,SUP_LARGE_004,LargeSupplier_004,LARGE,2000,Southeast,1985,IT Software,64155.67,15,962335.05,81.2,5.0,False,False,6.5,8.23,5.13,False
1680,2023-05-12,BYR_004,SUP_SMALL_019,SmallSupplier_019,SMALL,140,Northeast,2000,Professional Services,112546.24,4,450184.96,87.1,3.85,False,True,4.8,5.32,5.74,True
1681,2024-09-18,BYR_001,SUP_LARGE_053,LargeSupplier_053,LARGE,2200,West,1988,Office Supplies,3402.75,3230,10990882.5,90.7,4.76,False,True,7.7,8.06,4.55,False
1682,2021-12-17,BYR_004,SUP_LARGE_070,LargeSupplier_070,LARGE,7378,Northeast,1985,Raw Materials,9713.7,544,5284252.8,84.6,4.57,True,False,5.9,6.79,5.2,False
1683,2024-08-23,BYR_005,SUP_LARGE_033,LargeSupplier_033,LARGE,8871,West,1965,Professional Services,76124.22,1,76124.22,93.5,4.64,False,False,13.3,6.03,7.26,False
1684,2022-10-18,BYR_004,SUP_SMALL_003,SmallSupplier_003,SMALL,51,Northeast,2017,HR Services,41211.25,1,41211.25,73.1,4.23,True,True,1.4,5.4,2.93,False
1685,2021-10-08,BYR_002,SUP_LARGE_112,LargeSupplier_112,LARGE,3668,Midwest,1993,Legal Services,81064.35,2,162128.7,80.3,5.0,True,True,14.9,9.5,6.82,False
1686,2024-05-21,BYR_001,SUP_LARGE_036,LargeSupplier_036,LARGE,6196,Northeast,1959,Logistics,21854.45,57,1245703.65,90.3,4.79,False,False,10.9,7.17,7.98,False
1687,2025-03-13,BYR_007,SUP_LARGE_005,LargeSupplier_005,LARGE,2730,Midwest,1975,Logistics,12713.9,62,788261.8,94.2,3.74,False,False,4.7,5.96,7.51,False
1688,2024-11-15,BYR_005,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,IT Software,69117.22,67,4630853.74,96.3,4.41,False,True,14.8,9.31,4.82,False
1689,2021-02-01,BYR_008,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Office Supplies,2194.31,2692,5907082.52,88.5,5.0,True,True,6.1,9.18,6.55,False
1690,2023-04-21,BYR_000,SUP_LARGE_021,LargeSupplier_021,LARGE,1103,Northeast,1982,Logistics,16467.23,54,889230.42,92.8,5.0,False,True,14.1,7.09,5.85,False
1691,2024-08-05,BYR_000,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Facilities,19644.6,1,19644.6,99.0,4.87,False,True,5.0,9.2,7.11,False
1692,2023-07-03,BYR_000,SUP_LARGE_030,LargeSupplier_030,LARGE,2902,Southwest,1984,Facilities,29406.13,1,29406.13,92.7,5.0,False,True,8.6,7.04,7.38,False
1693,2024-03-16,BYR_006,SUP_LARGE_080,LargeSupplier_080,LARGE,16541,Southeast,2006,Professional Services,72244.77,2,144489.54,89.7,4.54,False,False,13.7,7.88,5.07,False
1694,2025-08-01,BYR_001,SUP_LARGE_065,LargeSupplier_065,LARGE,4637,Northeast,1973,Facilities,28288.76,1,28288.76,84.6,4.97,False,False,7.8,9.08,7.52,False
1695,2024-06-16,BYR_008,SUP_LARGE_009,LargeSupplier_009,LARGE,3388,Northeast,1958,Marketing,43704.01,1,43704.01,95.2,4.58,False,False,4.4,9.35,8.59,False
1696,2024-11-04,BYR_007,SUP_LARGE_020,LargeSupplier_020,LARGE,12922,West,1983,IT Hardware,44236.31,20,884726.2,88.5,4.92,False,False,4.5,7.53,7.62,False
1697,2026-02-11,BYR_007,SUP_LARGE_057,LargeSupplier_057,LARGE,1468,Southeast,1991,Office Supplies,3860.46,2476,9558498.96,71.1,3.82,False,True,13.1,7.43,7.96,False
1698,2022-07-26,BYR_002,SUP_LARGE_014,LargeSupplier_014,LARGE,2505,Northeast,1973,Professional Services,90029.11,1,90029.11,82.6,4.25,True,False,12.9,9.08,5.13,False
1699,2025-11-15,BYR_009,SUP_LARGE_072,LargeSupplier_072,LARGE,14024,Pacific,1975,Professional Services,104217.97,1,104217.97,87.1,5.0,False,False,9.2,7.23,4.66,True
1700,2024-09-30,BYR_007,SUP_LARGE_077,LargeSupplier_077,LARGE,7527,Midwest,1959,Raw Materials,12093.54,512,6191892.48,79.5,4.92,False,False,5.9,7.78,7.16,False
1701,2025-10-05,BYR_009,SUP_LARGE_016,LargeSupplier_016,LARGE,1738,Southeast,1993,Marketing,85315.13,1,85315.13,86.1,4.33,False,True,14.4,6.66,6.82,False
1702,2023-04-10,BYR_004,SUP_LARGE_095,LargeSupplier_095,LARGE,2734,Southwest,1969,IT Software,71278.75,20,1425575.0,87.7,4.6,False,True,12.3,7.57,6.71,False
1703,2022-12-15,BYR_009,SUP_LARGE_035,LargeSupplier_035,LARGE,1990,Midwest,1986,Legal Services,127526.99,1,127526.99,88.6,4.49,True,True,9.9,7.36,6.85,False
1704,2025-05-23,BYR_003,SUP_LARGE_023,LargeSupplier_023,LARGE,1689,Midwest,1977,HR Services,40210.49,2,80420.98,92.6,4.49,False,True,12.4,5.57,4.99,False
1705,2025-08-14,BYR_000,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Raw Materials,12361.5,419,5179468.5,99.0,3.9,False,False,4.2,9.11,6.55,False
1706,2023-02-05,BYR_007,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Marketing,58769.91,3,176309.73,85.2,4.51,False,True,6.1,9.18,6.55,False
1707,2023-05-12,BYR_005,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,Legal Services,90514.7,1,90514.7,84.8,5.0,False,True,7.2,8.65,8.24,False
1708,2023-10-01,BYR_009,SUP_LARGE_042,LargeSupplier_042,LARGE,2866,Northeast,1980,Professional Services,90147.16,2,180294.32,85.8,5.0,False,False,10.3,8.71,5.57,False
1709,2026-02-23,BYR_000,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,Legal Services,121968.85,1,121968.85,89.5,4.44,False,False,8.3,6.41,7.0,False
